id,order_date,order_time,price,num_pizza,size_1,pizza_1,size_2,pizza_2,size_3,pizza_3,size_4,pizza_4,size_5,pizza_5
2015-000901,15-Jan-15,19:16:11,12,1,small,big_meat,NA,NA,NA,NA,NA,NA,NA,NA
2015-000902,15-Jan-15,19:21:00,20.75,1,large,peppr_salami,NA,NA,NA,NA,NA,NA,NA,NA
2015-000903,15-Jan-15,19:27:22,62,3,large,peppr_salami,large,soppressata,large,classic_dlx,NA,NA,NA,NA
2015-000904,15-Jan-15,20:07:01,27.75,2,small,pep_msh_pep,medium,bbq_ckn,NA,NA,NA,NA,NA,NA
2015-000905,15-Jan-15,20:12:06,49.5,3,medium,ital_veggie,medium,bbq_ckn,medium,veggie_veg,NA,NA,NA,NA
2015-000906,15-Jan-15,20:51:59,33.25,2,large,southw_ckn,small,soppressata,NA,NA,NA,NA,NA,NA
2015-000907,15-Jan-15,20:54:32,12.25,1,small,sicilian,NA,NA,NA,NA,NA,NA,NA,NA
2015-000908,15-Jan-15,21:42:32,33.25,2,medium,pepperoni,large,thai_ckn,NA,NA,NA,NA,NA,NA
2015-000909,16-Jan-15,11:19:25,50,3,large,bbq_ckn,small,spicy_ital,medium,ital_veggie,NA,NA,NA,NA
2015-000910,16-Jan-15,11:25:40,44.75,3,small,ital_cpcllo,large,veggie_veg,small,prsc_argla,NA,NA,NA,NA
2015-000911,16-Jan-15,11:36:00,24.75,2,small,spinach_fet,small,bbq_ckn,NA,NA,NA,NA,NA,NA
2015-000912,16-Jan-15,11:39:48,14.5,1,medium,pep_msh_pep,NA,NA,NA,NA,NA,NA,NA,NA
2015-000913,16-Jan-15,11:55:24,12.5,1,small,spinach_supr,NA,NA,NA,NA,NA,NA,NA,NA
2015-000914,16-Jan-15,12:14:22,16,1,medium,veggie_veg,NA,NA,NA,NA,NA,NA,NA,NA
2015-000915,16-Jan-15,12:20:22,124.25,8,small,green_garden,large,pepperoni,medium,bbq_ckn,medium,pepperoni,large,five_cheese
2015-000916,16-Jan-15,12:30:09,77.5,4,x-large,the_greek,large,pepperoni,medium,ital_supr,large,mexicana,NA,NA
2015-000917,16-Jan-15,12:34:15,20.75,1,large,southw_ckn,NA,NA,NA,NA,NA,NA,NA,NA
2015-000918,16-Jan-15,13:06:04,12,1,small,spinach_fet,NA,NA,NA,NA,NA,NA,NA,NA
2015-000919,16-Jan-15,13:11:15,20.5,1,large,napolitana,NA,NA,NA,NA,NA,NA,NA,NA
2015-000920,16-Jan-15,13:16:55,32.75,2,medium,bbq_ckn,medium,classic_dlx,NA,NA,NA,NA,NA,NA
2015-000921,16-Jan-15,13:18:32,41.5,2,large,southw_ckn,large,spin_pesto,NA,NA,NA,NA,NA,NA
2015-000922,16-Jan-15,13:19:43,49.5,3,large,southw_ckn,medium,pepperoni,medium,calabrese,NA,NA,NA,NA
2015-000923,16-Jan-15,13:23:29,28,2,medium,mexicana,small,spinach_fet,NA,NA,NA,NA,NA,NA
2015-000924,16-Jan-15,13:27:57,36,2,large,southw_ckn,large,pepperoni,NA,NA,NA,NA,NA,NA
2015-000925,16-Jan-15,13:42:47,20.25,1,large,veggie_veg,NA,NA,NA,NA,NA,NA,NA,NA
2015-000926,16-Jan-15,13:51:38,63.75,4,large,veggie_veg,medium,classic_dlx,large,pepperoni,small,sicilian,NA,NA
2015-000927,16-Jan-15,13:59:21,134.75,9,medium,mexicana,medium,spinach_fet,medium,cali_ckn,medium,napolitana,small,ital_cpcllo
2015-000928,16-Jan-15,14:14:40,41.5,2,large,thai_ckn,large,cali_ckn,NA,NA,NA,NA,NA,NA
2015-000929,16-Jan-15,14:24:45,18.5,1,large,five_cheese,NA,NA,NA,NA,NA,NA,NA,NA
2015-000930,16-Jan-15,15:00:11,43.5,3,large,napolitana,small,pep_msh_pep,small,ital_cpcllo,NA,NA,NA,NA
2015-000931,16-Jan-15,15:27:24,51.75,3,small,peppr_salami,large,five_cheese,large,bbq_ckn,NA,NA,NA,NA
2015-000932,16-Jan-15,15:33:19,29,2,medium,calabrese,small,thai_ckn,NA,NA,NA,NA,NA,NA
2015-000933,16-Jan-15,15:49:05,18.5,1,large,five_cheese,NA,NA,NA,NA,NA,NA,NA,NA
2015-000934,16-Jan-15,15:55:24,20.75,1,large,thai_ckn,NA,NA,NA,NA,NA,NA,NA,NA
2015-000935,16-Jan-15,16:14:59,64.75,4,medium,spinach_fet,large,spicy_ital,small,big_meat,medium,the_greek,NA,NA
2015-000936,16-Jan-15,16:19:19,12.25,1,small,sicilian,NA,NA,NA,NA,NA,NA,NA,NA
2015-000937,16-Jan-15,16:20:32,12.5,1,small,spicy_ital,NA,NA,NA,NA,NA,NA,NA,NA
2015-000938,16-Jan-15,16:43:09,57.5,3,medium,ital_supr,large,peppr_salami,large,spinach_fet,NA,NA,NA,NA
2015-000939,16-Jan-15,16:59:23,33.25,2,large,peppr_salami,small,spin_pesto,NA,NA,NA,NA,NA,NA
2015-000940,16-Jan-15,17:05:08,51.5,3,medium,peppr_salami,medium,pep_msh_pep,large,napolitana,NA,NA,NA,NA
2015-000941,16-Jan-15,17:09:08,36.5,2,large,ital_cpcllo,medium,green_garden,NA,NA,NA,NA,NA,NA
2015-000942,16-Jan-15,17:18:37,37.5,2,large,southw_ckn,medium,bbq_ckn,NA,NA,NA,NA,NA,NA
2015-000943,16-Jan-15,17:22:00,12.25,1,small,sicilian,NA,NA,NA,NA,NA,NA,NA,NA
2015-000944,16-Jan-15,17:54:33,16,1,medium,classic_dlx,NA,NA,NA,NA,NA,NA,NA,NA
2015-000945,16-Jan-15,17:58:38,67.7,4,large,four_cheese,large,bbq_ckn,large,five_cheese,small,hawaiian,NA,NA
2015-000946,16-Jan-15,18:00:48,55.75,4,small,pepperoni,small,cali_ckn,small,spinach_supr,large,spin_pesto,NA,NA
2015-000947,16-Jan-15,18:13:15,57.5,3,x-large,the_greek,medium,cali_ckn,large,pepperoni,NA,NA,NA,NA
2015-000948,16-Jan-15,18:42:17,59,4,large,spicy_ital,large,pepperoni,small,veggie_veg,small,pep_msh_pep,NA,NA
2015-000949,16-Jan-15,18:52:18,36.25,2,large,mexicana,medium,veggie_veg,NA,NA,NA,NA,NA,NA
2015-000950,16-Jan-15,18:57:56,16.75,1,medium,cali_ckn,NA,NA,NA,NA,NA,NA,NA,NA
2015-000951,16-Jan-15,19:03:46,16.75,1,medium,ital_veggie,NA,NA,NA,NA,NA,NA,NA,NA
2015-000952,16-Jan-15,19:05:35,60.75,4,small,big_meat,medium,peppr_salami,small,spinach_fet,large,calabrese,NA,NA
2015-000953,16-Jan-15,19:12:08,41.5,3,small,bbq_ckn,small,spinach_fet,medium,ckn_alfredo,NA,NA,NA,NA
2015-000954,16-Jan-15,19:14:03,41.5,2,large,thai_ckn,large,thai_ckn,NA,NA,NA,NA,NA,NA
2015-000955,16-Jan-15,19:24:16,55.75,3,large,napolitana,large,five_cheese,medium,cali_ckn,NA,NA,NA,NA
2015-000956,16-Jan-15,19:24:40,29.25,2,small,thai_ckn,medium,prsc_argla,NA,NA,NA,NA,NA,NA
2015-000957,16-Jan-15,19:32:12,71.7,4,small,ital_veggie,large,spin_pesto,large,green_garden,large,four_cheese,NA,NA
2015-000958,16-Jan-15,19:33:33,15.25,1,large,pepperoni,NA,NA,NA,NA,NA,NA,NA,NA
2015-000959,16-Jan-15,19:34:00,29.25,2,medium,spin_pesto,small,cali_ckn,NA,NA,NA,NA,NA,NA
2015-000960,16-Jan-15,19:35:00,41.5,2,large,spicy_ital,large,spicy_ital,NA,NA,NA,NA,NA,NA
2015-000961,16-Jan-15,19:42:20,33.25,2,small,bbq_ckn,large,ital_cpcllo,NA,NA,NA,NA,NA,NA
2015-000962,16-Jan-15,19:55:17,29.5,2,small,big_meat,large,pep_msh_pep,NA,NA,NA,NA,NA,NA
2015-000963,16-Jan-15,20:06:41,70.5,4,large,ckn_pesto,medium,sicilian,medium,cali_ckn,medium,cali_ckn,NA,NA
2015-000964,16-Jan-15,20:24:37,26.75,2,small,big_meat,medium,four_cheese,NA,NA,NA,NA,NA,NA
2015-000965,16-Jan-15,20:41:02,65.5,4,large,spicy_ital,medium,spinach_fet,medium,thai_ckn,small,green_garden,NA,NA
2015-000966,16-Jan-15,20:59:17,32.5,2,large,spinach_fet,small,sicilian,NA,NA,NA,NA,NA,NA
2015-000967,16-Jan-15,21:03:33,16,1,medium,mediterraneo,NA,NA,NA,NA,NA,NA,NA,NA
2015-000968,16-Jan-15,21:23:01,22.5,2,small,ital_cpcllo,small,hawaiian,NA,NA,NA,NA,NA,NA
2015-000969,16-Jan-15,21:36:19,16,1,medium,mexicana,NA,NA,NA,NA,NA,NA,NA,NA
2015-000970,16-Jan-15,21:44:35,36.75,2,large,spicy_ital,medium,classic_dlx,NA,NA,NA,NA,NA,NA
2015-000971,16-Jan-15,21:46:20,73.75,4,large,ital_supr,medium,classic_dlx,large,sicilian,medium,ckn_alfredo,NA,NA
2015-000972,16-Jan-15,22:03:09,25,2,large,pepperoni,small,pepperoni,NA,NA,NA,NA,NA,NA
2015-000973,16-Jan-15,22:06:08,20.25,1,large,mexicana,NA,NA,NA,NA,NA,NA,NA,NA
2015-000974,16-Jan-15,22:06:53,12,1,small,classic_dlx,NA,NA,NA,NA,NA,NA,NA,NA
2015-000975,16-Jan-15,22:10:21,36.25,2,medium,green_garden,large,mediterraneo,NA,NA,NA,NA,NA,NA
2015-000976,17-Jan-15,11:53:19,15.25,1,large,pepperoni,NA,NA,NA,NA,NA,NA,NA,NA
2015-000977,17-Jan-15,12:01:58,35.25,2,medium,pep_msh_pep,large,thai_ckn,NA,NA,NA,NA,NA,NA
2015-000978,17-Jan-15,12:24:36,206.55,12,large,hawaiian,large,ital_supr,large,mediterraneo,small,spicy_ital,large,peppr_salami
2015-000979,17-Jan-15,12:57:28,16.5,1,medium,spin_pesto,NA,NA,NA,NA,NA,NA,NA,NA
2015-000980,17-Jan-15,12:58:36,103,6,large,cali_ckn,medium,thai_ckn,small,spinach_supr,large,sicilian,small,napolitana
2015-000981,17-Jan-15,13:56:46,20.75,1,large,bbq_ckn,NA,NA,NA,NA,NA,NA,NA,NA
2015-000982,17-Jan-15,14:12:58,70.45,4,large,pepperoni,large,four_cheese,large,hawaiian,large,southw_ckn,NA,NA
2015-000983,17-Jan-15,14:29:31,12,1,small,big_meat,NA,NA,NA,NA,NA,NA,NA,NA
2015-000984,17-Jan-15,14:33:55,12,1,small,ital_cpcllo,NA,NA,NA,NA,NA,NA,NA,NA
2015-000985,17-Jan-15,14:34:50,42.5,3,medium,ital_veggie,medium,hawaiian,small,soppressata,NA,NA,NA,NA
2015-000986,17-Jan-15,14:35:25,16,1,medium,veggie_veg,NA,NA,NA,NA,NA,NA,NA,NA
2015-000987,17-Jan-15,14:41:14,53.5,3,large,calabrese,large,bbq_ckn,small,prsc_argla,NA,NA,NA,NA
2015-000988,17-Jan-15,14:44:56,21,1,large,ital_veggie,NA,NA,NA,NA,NA,NA,NA,NA
2015-000989,17-Jan-15,15:08:38,10.5,1,small,hawaiian,NA,NA,NA,NA,NA,NA,NA,NA
2015-000990,17-Jan-15,15:30:10,9.75,1,small,pepperoni,NA,NA,NA,NA,NA,NA,NA,NA
2015-000991,17-Jan-15,15:43:27,24.5,2,small,soppressata,small,big_meat,NA,NA,NA,NA,NA,NA
2015-000992,17-Jan-15,15:49:31,16.5,1,medium,ital_supr,NA,NA,NA,NA,NA,NA,NA,NA
2015-000993,17-Jan-15,16:16:59,16.75,1,medium,bbq_ckn,NA,NA,NA,NA,NA,NA,NA,NA
2015-000994,17-Jan-15,16:19:42,60.75,4,small,hawaiian,small,thai_ckn,large,thai_ckn,medium,cali_ckn,NA,NA
2015-000995,17-Jan-15,16:57:30,20.75,1,large,cali_ckn,NA,NA,NA,NA,NA,NA,NA,NA
2015-000996,17-Jan-15,17:11:07,61,4,medium,ital_cpcllo,large,napolitana,small,spin_pesto,small,ital_cpcllo,NA,NA
2015-000997,17-Jan-15,17:16:26,16,1,medium,mexicana,NA,NA,NA,NA,NA,NA,NA,NA
2015-000998,17-Jan-15,17:19:16,20.5,1,large,ital_cpcllo,NA,NA,NA,NA,NA,NA,NA,NA
2015-000999,17-Jan-15,17:21:24,16.75,1,medium,southw_ckn,NA,NA,NA,NA,NA,NA,NA,NA
2015-001000,17-Jan-15,17:24:24,43.9,2,small,brie_carre,large,mediterraneo,NA,NA,NA,NA,NA,NA
2015-001001,17-Jan-15,17:28:05,60,4,large,spicy_ital,small,big_meat,small,big_meat,large,pepperoni,NA,NA
2015-001002,17-Jan-15,17:29:41,33.5,2,medium,ckn_pesto,medium,bbq_ckn,NA,NA,NA,NA,NA,NA
2015-001003,17-Jan-15,17:31:16,47.25,3,large,cali_ckn,small,pepperoni,medium,cali_ckn,NA,NA,NA,NA
2015-001004,17-Jan-15,17:44:05,25.5,1,x-large,the_greek,NA,NA,NA,NA,NA,NA,NA,NA
2015-001005,17-Jan-15,17:49:51,33,2,large,bbq_ckn,small,sicilian,NA,NA,NA,NA,NA,NA
2015-001006,17-Jan-15,18:28:12,32.75,2,small,veggie_veg,large,thai_ckn,NA,NA,NA,NA,NA,NA
2015-001007,17-Jan-15,18:35:22,20.25,1,large,veggie_veg,NA,NA,NA,NA,NA,NA,NA,NA
2015-001008,17-Jan-15,18:49:59,32,2,medium,the_greek,medium,classic_dlx,NA,NA,NA,NA,NA,NA
2015-001009,17-Jan-15,18:58:24,32,2,medium,classic_dlx,medium,green_garden,NA,NA,NA,NA,NA,NA
2015-001010,17-Jan-15,19:15:11,53.75,3,small,big_meat,large,ckn_alfredo,large,ital_veggie,NA,NA,NA,NA
2015-001011,17-Jan-15,19:20:20,11,1,small,pep_msh_pep,NA,NA,NA,NA,NA,NA,NA,NA
2015-001012,17-Jan-15,19:25:32,36.75,2,medium,green_garden,large,prsc_argla,NA,NA,NA,NA,NA,NA
2015-001013,17-Jan-15,19:26:40,33,2,medium,soppressata,medium,spinach_supr,NA,NA,NA,NA,NA,NA
2015-001014,17-Jan-15,19:38:17,63.75,4,large,southw_ckn,small,pepperoni,large,ckn_pesto,small,prsc_argla,NA,NA
2015-001015,17-Jan-15,19:42:51,20.75,1,large,thai_ckn,NA,NA,NA,NA,NA,NA,NA,NA
2015-001016,17-Jan-15,19:44:36,42.25,3,small,sicilian,medium,hawaiian,medium,cali_ckn,NA,NA,NA,NA
2015-001017,17-Jan-15,20:13:32,16.75,1,medium,cali_ckn,NA,NA,NA,NA,NA,NA,NA,NA
2015-001018,17-Jan-15,20:38:50,44.5,3,large,bbq_ckn,small,cali_ckn,small,pep_msh_pep,NA,NA,NA,NA
2015-001019,17-Jan-15,20:50:54,46,4,small,hawaiian,small,soppressata,small,spin_pesto,small,hawaiian,NA,NA
2015-001020,17-Jan-15,21:04:20,66.75,4,large,southw_ckn,small,bbq_ckn,medium,pepperoni,large,bbq_ckn,NA,NA
2015-001021,17-Jan-15,21:11:31,66,4,small,mediterraneo,large,cali_ckn,medium,pepperoni,large,bbq_ckn,NA,NA
2015-001022,17-Jan-15,21:16:01,20.75,1,large,thai_ckn,NA,NA,NA,NA,NA,NA,NA,NA
2015-001023,17-Jan-15,21:20:18,16,1,medium,ital_cpcllo,NA,NA,NA,NA,NA,NA,NA,NA
2015-001024,17-Jan-15,21:21:23,20.75,1,large,bbq_ckn,NA,NA,NA,NA,NA,NA,NA,NA
2015-001025,17-Jan-15,21:49:00,46.5,3,large,veggie_veg,large,pepperoni,small,pep_msh_pep,NA,NA,NA,NA
2015-001026,17-Jan-15,21:55:05,41.25,2,large,cali_ckn,large,classic_dlx,NA,NA,NA,NA,NA,NA
2015-001027,17-Jan-15,21:57:02,17.95,1,large,four_cheese,NA,NA,NA,NA,NA,NA,NA,NA
2015-001028,17-Jan-15,22:02:45,40.75,2,large,sicilian,large,napolitana,NA,NA,NA,NA,NA,NA
2015-001029,17-Jan-15,22:06:27,36.75,2,medium,sicilian,large,the_greek,NA,NA,NA,NA,NA,NA
2015-001030,17-Jan-15,22:13:59,63.5,4,large,peppr_salami,small,pepperoni,large,spicy_ital,small,sicilian,NA,NA
2015-001031,18-Jan-15,11:39:03,37,2,large,classic_dlx,large,hawaiian,NA,NA,NA,NA,NA,NA
2015-001032,18-Jan-15,11:45:13,20.75,1,large,bbq_ckn,NA,NA,NA,NA,NA,NA,NA,NA
2015-001033,18-Jan-15,11:54:13,16.75,1,medium,cali_ckn,NA,NA,NA,NA,NA,NA,NA,NA
2015-001034,18-Jan-15,12:07:59,133.75,8,small,spinach_fet,large,mexicana,medium,sicilian,large,soppressata,large,pepperoni
2015-001035,18-Jan-15,12:13:15,65.5,4,medium,cali_ckn,small,mediterraneo,large,green_garden,medium,ital_supr,NA,NA
2015-001036,18-Jan-15,12:49:29,73.5,4,large,thai_ckn,large,mexicana,medium,classic_dlx,medium,ital_supr,NA,NA
2015-001037,18-Jan-15,13:04:54,57.25,4,small,ckn_pesto,small,big_meat,medium,classic_dlx,medium,ital_supr,NA,NA
2015-001038,18-Jan-15,13:14:59,31.75,2,large,hawaiian,large,pepperoni,NA,NA,NA,NA,NA,NA
2015-001039,18-Jan-15,13:33:31,20.5,1,large,classic_dlx,NA,NA,NA,NA,NA,NA,NA,NA
2015-001040,18-Jan-15,13:56:05,41.5,2,large,thai_ckn,large,peppr_salami,NA,NA,NA,NA,NA,NA
2015-001041,18-Jan-15,13:59:47,12.25,1,small,sicilian,NA,NA,NA,NA,NA,NA,NA,NA
2015-001042,18-Jan-15,14:06:19,11,1,small,pep_msh_pep,NA,NA,NA,NA,NA,NA,NA,NA
2015-001043,18-Jan-15,14:07:36,131.5,9,small,spicy_ital,medium,four_cheese,medium,southw_ckn,medium,prsc_argla,medium,spinach_fet
2015-001044,18-Jan-15,14:20:16,25.5,1,x-large,the_greek,NA,NA,NA,NA,NA,NA,NA,NA
2015-001045,18-Jan-15,14:22:14,16.75,1,medium,cali_ckn,NA,NA,NA,NA,NA,NA,NA,NA
2015-001046,18-Jan-15,14:39:33,12,1,small,classic_dlx,NA,NA,NA,NA,NA,NA,NA,NA
2015-001047,18-Jan-15,14:50:37,58.4,4,small,pepperoni,small,bbq_ckn,large,four_cheese,large,four_cheese,NA,NA
2015-001048,18-Jan-15,14:53:25,20.25,1,large,veggie_veg,NA,NA,NA,NA,NA,NA,NA,NA
2015-001049,18-Jan-15,14:57:48,20.75,1,large,bbq_ckn,NA,NA,NA,NA,NA,NA,NA,NA
2015-001050,18-Jan-15,15:05:54,12,1,small,spinach_fet,NA,NA,NA,NA,NA,NA,NA,NA
2015-001051,18-Jan-15,15:08:45,20.75,1,large,cali_ckn,NA,NA,NA,NA,NA,NA,NA,NA
2015-001052,18-Jan-15,15:28:12,37.25,2,medium,peppr_salami,large,soppressata,NA,NA,NA,NA,NA,NA
2015-001053,18-Jan-15,15:43:17,48.5,3,medium,cali_ckn,large,pepperoni,medium,spinach_supr,NA,NA,NA,NA
2015-001054,18-Jan-15,15:56:04,26.5,2,medium,bbq_ckn,small,pepperoni,NA,NA,NA,NA,NA,NA
2015-001055,18-Jan-15,16:07:14,12,1,small,big_meat,NA,NA,NA,NA,NA,NA,NA,NA
2015-001056,18-Jan-15,16:12:18,50,3,medium,prsc_argla,medium,bbq_ckn,medium,thai_ckn,NA,NA,NA,NA
2015-001057,18-Jan-15,16:18:37,25.75,2,large,pepperoni,small,hawaiian,NA,NA,NA,NA,NA,NA
2015-001058,18-Jan-15,16:30:09,12.75,1,small,cali_ckn,NA,NA,NA,NA,NA,NA,NA,NA
2015-001059,18-Jan-15,16:30:14,68.75,4,large,pepperoni,medium,mexicana,medium,bbq_ckn,large,spinach_supr,NA,NA
2015-001060,18-Jan-15,16:39:46,32.75,2,large,mexicana,small,spin_pesto,NA,NA,NA,NA,NA,NA
2015-001061,18-Jan-15,17:17:02,25,2,small,prsc_argla,small,spinach_supr,NA,NA,NA,NA,NA,NA
2015-001062,18-Jan-15,17:21:38,53.5,3,medium,ital_supr,medium,ital_supr,large,napolitana,NA,NA,NA,NA
2015-001063,18-Jan-15,17:28:29,40.25,3,medium,calabrese,small,big_meat,small,mexicana,NA,NA,NA,NA
2015-001064,18-Jan-15,17:30:00,12.5,1,small,prsc_argla,NA,NA,NA,NA,NA,NA,NA,NA
2015-001065,18-Jan-15,17:48:16,74.25,4,large,cali_ckn,medium,bbq_ckn,medium,veggie_veg,large,ckn_pesto,NA,NA
2015-001066,18-Jan-15,18:10:50,56.5,4,medium,classic_dlx,small,ital_veggie,medium,cali_ckn,small,pep_msh_pep,NA,NA
2015-001067,18-Jan-15,18:13:43,58,3,large,hawaiian,large,cali_ckn,large,peppr_salami,NA,NA,NA,NA
2015-001068,18-Jan-15,18:16:32,37,2,medium,sicilian,large,southw_ckn,NA,NA,NA,NA,NA,NA
2015-001069,18-Jan-15,18:19:47,37,3,small,big_meat,small,thai_ckn,small,sicilian,NA,NA,NA,NA
2015-001070,18-Jan-15,18:21:27,32,2,medium,bbq_ckn,large,pepperoni,NA,NA,NA,NA,NA,NA
2015-001071,18-Jan-15,18:27:40,43.5,3,medium,spin_pesto,medium,pep_msh_pep,small,peppr_salami,NA,NA,NA,NA
2015-001072,18-Jan-15,18:32:32,45.25,3,small,classic_dlx,large,five_cheese,medium,four_cheese,NA,NA,NA,NA
2015-001073,18-Jan-15,18:42:02,55.75,3,large,spicy_ital,large,five_cheese,medium,spin_pesto,NA,NA,NA,NA
2015-001074,18-Jan-15,19:01:54,21,1,large,ital_veggie,NA,NA,NA,NA,NA,NA,NA,NA
2015-001075,18-Jan-15,19:15:17,20.25,1,large,mexicana,NA,NA,NA,NA,NA,NA,NA,NA
2015-001076,18-Jan-15,19:36:15,31.75,2,large,pepperoni,medium,ital_supr,NA,NA,NA,NA,NA,NA
2015-001077,18-Jan-15,20:13:25,16.75,1,medium,ckn_alfredo,NA,NA,NA,NA,NA,NA,NA,NA
2015-001078,18-Jan-15,20:20:42,38.45,2,large,four_cheese,large,ital_cpcllo,NA,NA,NA,NA,NA,NA
2015-001079,18-Jan-15,20:45:11,40,3,small,thai_ckn,small,green_garden,large,pepperoni,NA,NA,NA,NA
2015-001080,18-Jan-15,21:22:58,66,4,medium,spicy_ital,small,soppressata,large,sicilian,medium,ital_veggie,NA,NA
2015-001081,18-Jan-15,21:27:05,18.5,1,large,five_cheese,NA,NA,NA,NA,NA,NA,NA,NA
2015-001082,19-Jan-15,11:16:43,41.5,2,large,peppr_salami,large,thai_ckn,NA,NA,NA,NA,NA,NA
2015-001083,19-Jan-15,11:19:51,20.75,1,large,southw_ckn,NA,NA,NA,NA,NA,NA,NA,NA
2015-001084,19-Jan-15,11:27:33,12,1,small,big_meat,NA,NA,NA,NA,NA,NA,NA,NA
2015-001085,19-Jan-15,11:37:05,51.5,3,small,hawaiian,large,southw_ckn,large,spinach_fet,NA,NA,NA,NA
2015-001086,19-Jan-15,11:57:17,33,2,small,bbq_ckn,large,mediterraneo,NA,NA,NA,NA,NA,NA
2015-001087,19-Jan-15,11:57:38,33.95,2,medium,spinach_fet,large,four_cheese,NA,NA,NA,NA,NA,NA
2015-001088,19-Jan-15,12:00:52,85.75,5,small,thai_ckn,large,pepperoni,x-large,the_greek,large,mediterraneo,small,big_meat
2015-001089,19-Jan-15,12:03:57,49.25,3,large,ckn_pesto,medium,spin_pesto,small,big_meat,NA,NA,NA,NA
2015-001090,19-Jan-15,12:14:24,116.5,7,large,napolitana,small,ital_supr,small,ital_veggie,large,hawaiian,medium,ital_veggie
2015-001091,19-Jan-15,12:20:28,9.75,1,small,pepperoni,NA,NA,NA,NA,NA,NA,NA,NA
2015-001092,19-Jan-15,12:23:38,44,3,large,bbq_ckn,small,cali_ckn,small,hawaiian,NA,NA,NA,NA
2015-001093,19-Jan-15,12:33:24,80.75,5,small,prsc_argla,large,pepperoni,medium,classic_dlx,large,napolitana,medium,ital_supr
2015-001094,19-Jan-15,12:33:50,44.4,2,small,brie_carre,large,ckn_pesto,NA,NA,NA,NA,NA,NA
2015-001095,19-Jan-15,12:47:24,30.7,2,large,four_cheese,small,cali_ckn,NA,NA,NA,NA,NA,NA
2015-001096,19-Jan-15,12:56:45,285.15,15,large,four_cheese,large,four_cheese,large,napolitana,large,ckn_pesto,large,mediterraneo
2015-001097,19-Jan-15,13:02:07,20.75,1,large,bbq_ckn,NA,NA,NA,NA,NA,NA,NA,NA
2015-001098,19-Jan-15,13:25:39,41,2,large,napolitana,large,the_greek,NA,NA,NA,NA,NA,NA
2015-001099,19-Jan-15,13:33:24,28.5,2,small,mediterraneo,medium,ital_supr,NA,NA,NA,NA,NA,NA
2015-001100,19-Jan-15,13:34:27,85.75,5,large,mexicana,large,thai_ckn,medium,napolitana,medium,ckn_alfredo,small,green_garden
2015-001101,19-Jan-15,13:36:26,20.75,1,large,cali_ckn,NA,NA,NA,NA,NA,NA,NA,NA
2015-001102,19-Jan-15,14:03:20,12,1,small,ital_cpcllo,NA,NA,NA,NA,NA,NA,NA,NA
2015-001103,19-Jan-15,14:08:12,12,1,small,the_greek,NA,NA,NA,NA,NA,NA,NA,NA
2015-001104,19-Jan-15,14:39:45,58.25,4,medium,ital_veggie,small,ckn_pesto,small,green_garden,medium,cali_ckn,NA,NA
2015-001105,19-Jan-15,15:13:54,53.75,3,medium,ckn_alfredo,medium,calabrese,large,thai_ckn,NA,NA,NA,NA
2015-001106,19-Jan-15,15:17:39,20.25,1,large,sicilian,NA,NA,NA,NA,NA,NA,NA,NA
2015-001107,19-Jan-15,15:45:44,16.5,1,medium,soppressata,NA,NA,NA,NA,NA,NA,NA,NA
2015-001108,19-Jan-15,16:18:49,20.25,1,large,sicilian,NA,NA,NA,NA,NA,NA,NA,NA
2015-001109,19-Jan-15,16:20:22,32.75,2,large,pepperoni,large,pep_msh_pep,NA,NA,NA,NA,NA,NA
2015-001110,19-Jan-15,16:33:35,32.5,2,large,hawaiian,medium,spinach_fet,NA,NA,NA,NA,NA,NA
2015-001111,19-Jan-15,16:35:46,16.5,1,medium,ital_supr,NA,NA,NA,NA,NA,NA,NA,NA
2015-001112,19-Jan-15,16:46:00,70.75,4,medium,spinach_fet,small,ckn_alfredo,x-large,the_greek,large,hawaiian,NA,NA
2015-001113,19-Jan-15,17:00:44,25.25,2,medium,hawaiian,small,big_meat,NA,NA,NA,NA,NA,NA
2015-001114,19-Jan-15,17:00:53,30.5,2,large,five_cheese,small,big_meat,NA,NA,NA,NA,NA,NA
2015-001115,19-Jan-15,17:08:55,29,2,medium,thai_ckn,small,sicilian,NA,NA,NA,NA,NA,NA
2015-001116,19-Jan-15,17:09:15,74.25,4,small,classic_dlx,large,prsc_argla,large,spin_pesto,large,spicy_ital,NA,NA
2015-001117,19-Jan-15,17:13:25,16.75,1,medium,cali_ckn,NA,NA,NA,NA,NA,NA,NA,NA
2015-001118,19-Jan-15,17:19:49,16,1,medium,spinach_fet,NA,NA,NA,NA,NA,NA,NA,NA
2015-001119,19-Jan-15,17:42:23,32.5,2,small,big_meat,large,ital_cpcllo,NA,NA,NA,NA,NA,NA
2015-001120,19-Jan-15,17:46:46,32.25,2,large,pep_msh_pep,medium,four_cheese,NA,NA,NA,NA,NA,NA
2015-001121,19-Jan-15,18:15:08,37.5,2,small,big_meat,x-large,the_greek,NA,NA,NA,NA,NA,NA
2015-001122,19-Jan-15,18:16:44,65.75,4,small,classic_dlx,small,thai_ckn,large,spinach_fet,large,southw_ckn,NA,NA
2015-001123,19-Jan-15,18:21:36,27.25,2,medium,bbq_ckn,small,hawaiian,NA,NA,NA,NA,NA,NA
2015-001124,19-Jan-15,18:29:26,32.25,2,medium,ital_cpcllo,medium,calabrese,NA,NA,NA,NA,NA,NA
